""," ","std 1","std 2","std 3","std 4","bl","GOXQC1","115","116","117","118","119","120","121","122","GOXQC2","123","124","125","126","127","128","129","130","GOXQC3","131","132","133","134","135","136","137","138","GOXQC4","139","140","141","142","143","144","145","146","GOXQC5","147","148","149","150","151","152","153","154","GOXQC6","155","156","157","158","159","160","161","162","GOXQC7","163","164","165","166","167","168","169","GOXQC8","std 1","std 2","std 3","std 4"
"1",NA,"0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2","Sample Name","1A12","1B12","1C12","1D12","1D11","1A10","1A1","1B1","1C1","1D1","1.00E+01","1F1","1G1","1H1","1B10","1A2","1B2","1C2","1D2","1.00E+02","1F2","1G2","1H2","1C10","1A3","1B3","1C3","1D3","1.00E+03","1F3","1G3","1H3","1D10","1A4","1B4","1C4","1D4","1.00E+04","1F4","1G4","1H4","1.00E+10","1A5","1B5","1C5","1D5","1.00E+05","1F5","1G5","1H5","1F10","1A6","1B6","1C6","1D6","1.00E+06","1F6","1G6","1H6","1G10","1A7","1B7","1C7","1D7","1.00E+07","1F7","1G7","1H10","1.00E+12","1F12","1G12","1H12"
"3","Diameter","inj1","inj2","inj3","inj4","inj5","inj6","inj7","inj8","inj9","inj10","inj11","inj12","inj13","inj14","inj15","inj16","inj17","inj18","inj19","inj20","inj21","inj22","inj23","inj24","inj25","inj26","inj27","inj28","inj29","inj30","inj31","inj32","inj33","inj34","inj35","inj36","inj37","inj38","inj39","inj40","inj41","inj42","inj43","inj44","inj45","inj46","inj47","inj48","inj49","inj50","inj51","inj52","inj53","inj54","inj55","inj56","inj57","inj58","inj59","inj60","inj61","inj62","inj63","inj64","inj65","inj66","inj67","inj68","inj69","inj70","inj71","inj72"
"300","8.627371","26.1111451594818","60.9260053721243","167.546514773342","369.907889759326","2.17592876329015","82.6852930050258","40.2546821208678","39.1667177392227","64.1898985170595","63.1019341354144","80.5093642417356","81.5973286233807","43.518575265803","51.1343259373186","72.8936135702201","20.6713232512564","30.4630026860621","48.9583971740284","50.0463615556735","50.0463615556735","47.8704327923833","63.1019341354144","48.9583971740284","92.4769724398315","55.4861834638989","62.0139697537693","75.0695423335102","51.1343259373186","33.7268958309973","52.2222903189636","59.8380409904792","34.8148602126424","78.3334354784455","44.6065396474481","57.662112227189","54.3982190822538","34.8148602126424","39.1667177392227","59.8380409904792","55.4861834638989","57.662112227189","85.949186149961","23.9352163961917","38.0787533575777","46.7824684107383","64.1898985170595","70.7176848069299","83.7732573866708","51.1343259373186","27.1991095411269","88.1251149132512","46.7824684107383","50.0463615556735","42.430610884158","36.9907889759326","44.6065396474481","42.430610884158","48.9583971740284","47.8704327923833","73.9815779518652","35.9028245942875","65.2778628987046","58.7500766088341","35.9028245942875","57.662112227189","41.3426465025129","38.0787533575777","63.1019341354144","31.5509670677072","46.7824684107383","150.13908466702","287.2225967543"
"301","8.637984","34.7374950828274","92.2714713137604","193.227316398228","322.407376237492","1.08554672133836","94.4425647564371","37.9941352468425","33.6519483614891","62.9617098376247","56.4484295095946","60.790616394948","67.3038967229782","55.3628827882562","48.8496024602261","94.4425647564371","35.8230418041658","49.9351491815644","52.1062426242412","40.1652286895192","53.1917893455795","54.2773360669179","70.5605368869932","57.5339762309329","90.1003778710837","58.6195229522713","65.1328032803014","53.1917893455795","59.7050696736097","68.3894434443165","58.6195229522713","65.1328032803014","57.5339762309329","77.0738172150234","72.7316303296699","41.2507754108576","90.1003778710837","41.2507754108576","42.3363221321959","51.0206959029028","59.7050696736097","46.6785090175494","85.7581909857302","48.8496024602261","49.9351491815644","52.1062426242412","57.5339762309329","73.8171770510083","64.0472565589631","70.5605368869932","31.4808549188124","82.5015508217152","45.592962296211","31.4808549188124","34.7374950828274","46.6785090175494","41.2507754108576","51.0206959029028","48.8496024602261","20.6253877054288","79.2449106577001","32.5664016401507","70.5605368869932","77.0738172150234","39.0796819681809","43.4218688535343","52.1062426242412","41.2507754108576","58.6195229522713","28.2242147547973","41.2507754108576","147.634354102017","264.873400006559"
"302","8.648441","50.5481078215578","94.2361152959042","186.305883113742","366.112723793283","1.08317373903338","75.8221617323367","28.1625172148679","33.5783859100348","48.7428182565021","48.7428182565021","55.2418606907024","73.6558142542699","63.9072506029695","55.2418606907024","87.7370728617039","31.412038431968","28.1625172148679","31.412038431968","54.1586869516691","46.5764707784354","53.0755132126357","50.9091657345689","68.239945559103","92.0697678178374","63.9072506029695","60.6577293858693","69.3231192981364","50.9091657345689","59.574555646836","43.3269495613352","49.8259919955355","42.2437758223019","81.2380304275036","51.9923394736023","53.0755132126357","64.9904243420029","36.827907127135","50.9091657345689","46.5764707784354","60.6577293858693","59.574555646836","90.986594078804","41.1606020832685","47.6596445174688","69.3231192981364","45.493297039402","89.9034203397706","73.6558142542699","68.239945559103","31.412038431968","62.8240768639361","45.493297039402","47.6596445174688","44.4101233003686","48.7428182565022","43.3269495613352","50.9091657345689","55.2418606907024","31.4120384319681","64.9904243420029","32.4952121710014","59.574555646836","73.6558142542699","33.5783859100348","49.8259919955355","44.4101233003686","41.1606020832685","64.9904243420029","38.9942546052017","48.7428182565021","106.151026425271","267.543913541245"
"303","8.658996","46.1136069078594","85.3822252903335","182.653114861599","368.548592708908","1.08078766190296","69.1704103617892","34.5852051808946","51.8778077713419","44.3122941380212","55.1201707570507","71.3319856855951","58.3625337427596","62.6856843903714","41.0699311523123","82.1398623046246","33.5044175189916","46.4738694618271","65.9280473760803","55.1201707570507","52.9585954332448","49.716232447536","60.5241090665655","35.6659928427975","81.0590746427217","48.635444785633","55.1201707570507","62.6856843903714","41.0699311523123","57.2817460808566","58.3625337427596","55.1201707570507","44.3122941380212","103.755615542684","50.7970201094389","42.1507188142153","71.3319856855951","38.9083558285064","55.1201707570507","54.0393830951478","70.2511980236921","63.7664720522744","72.412773347498","27.0196915475739","37.8275681666034","57.2817460808566","60.5241090665655","75.6551363332069","65.9280473760803","55.1201707570507","43.2315064761182","70.2511980236921","51.8778077713419","51.8778077713419","31.3428421951857","43.2315064761182","37.8275681666034","55.1201707570507","50.7970201094389","24.858116223768","78.8974993189157","31.3428421951857","49.716232447536","52.9585954332448","47.55465712373","39.9891434904094","41.0699311523123","44.3122941380212","73.493561009401","35.6659928427975","58.3625337427596","152.391060328317","258.308251194806"
"304","8.669648","33.0705933277178","72.2520571616443","175.777392796239","348.319618853897","1.07838891286036","73.3304460745047","43.1355565144145","35.586834124392","57.1546123815993","69.0168904230632","67.9385015102029","69.0168904230632","66.8601125973425","36.6652230372523","66.8601125973425","31.2732784729505","53.9194456430182","45.2923343401353","53.9194456430182","48.5275010787163","50.6842789044371","58.2330012944596","56.0762234687389","80.8791684645272","69.0168904230632","57.1546123815993","79.8007795516669","54.9978345558785","65.7817236844822","64.7033347716218","49.6058899915767","43.1355565144145","73.3304460745047","62.5465569459011","57.1546123815993","45.2923343401353","34.5084452115316","45.2923343401353","67.9385015102029","51.7626678172974","45.2923343401353","80.8791684645272","33.4300562986713","32.3516673858109","54.9978345558785","54.9978345558785","73.3304460745047","67.9385015102029","56.0762234687389","33.4300562986713","70.0952793359236","45.2923343401353","43.1355565144145","46.3707232529956","39.9003897758334","52.8410567301578","43.1355565144145","53.9194456430182","38.8220008629731","78.7223906388065","39.9003897758334","60.3897791201803","57.1546123815993","61.4681680330407","35.586834124392","38.8220008629731","40.9787786886938","59.31139020732","36.6652230372523","50.6842789044371","118.62278041464","222.148116049235"
"305","8.680144","37.3025235316928","73.170334619859","185.077905214938","361.547535768715","0","93.6149869401138","43.0413733057994","39.8132703078645","63.4860256260542","67.7901629566341","60.2579226281192","74.246368952504","61.3339569607642","55.9537852975393","72.0943002872141","36.5851673099295","32.2810299793496","52.7256822996043","64.5620599586992","53.8017166322493","62.4099912934092","67.7901629566341","54.8777509648943","71.0182659545691","55.9537852975393","64.5620599586992","73.170334619859","58.1058539628292","54.8777509648943","40.8893046405095","69.9422316219241","48.4215449690244","89.3108496095338","79.626540615729","59.1818882954742","68.8661972892791","45.1934419710894","47.3455106363794","66.7141286239891","71.0182659545691","68.8661972892791","59.1818882954742","38.7372359752195","43.0413733057994","44.1174076384444","51.6496479669593","74.246368952504","78.550506283084","77.474471950439","32.2810299793496","63.4860256260542","38.7372359752195","44.1174076384444","51.6496479669593","43.0413733057994","39.8132703078645","43.0413733057994","53.8017166322493","24.7487896508347","83.9306779463089","31.2049956467046","67.7901629566341","85.0067122789539","47.3455106363794","44.1174076384444","60.2579226281192","27.9768926487696","67.7901629566341","31.2049956467046","64.5620599586992","126.972051252108","233.499450183962"
"306","8.690823","41.5143835689506","70.860758160795","187.888373911199","343.567312294764","0","79.4499409681641","37.5776747822398","47.24050544053","57.9769839497414","64.4188710552682","64.4188710552682","67.6398146080316","51.5350968442146","63.3452232043471","76.2289974154007","34.3567312294764","41.8722661859243","50.4614489932934","55.8296882478991","48.3141532914512","56.9033360988203","62.2715753534259","64.4188710552682","77.3026452663219","40.7986183350032","65.4925189061893","69.7871103098739","53.6823925460568","60.1242796515837","57.9769839497414","55.8296882478991","38.6513226331609","63.3452232043471","52.6087446951357","40.7986183350032","63.3452232043471","47.24050544053","37.5776747822398","36.5040269313187","57.9769839497414","59.0506318006625","67.6398146080316","36.5040269313187","33.2830833785552","75.1553495644796","42.9459140368455","68.7134624589528","77.3026452663219","65.4925189061893","47.24050544053","75.1553495644796","62.2715753534259","42.9459140368455","50.4614489932934","56.9033360988203","54.756040396978","68.7134624589528","49.3878011423723","32.2094355276341","81.5972366700064","40.7986183350032","59.0506318006625","83.7445323718487","46.1668575896089","48.3141532914512","48.3141532914512","38.6513226331609","54.756040396978","31.135787676713","52.6087446951357","132.0586856633","250.159949264625"
"307","8.701344","28.5681506382616","88.9183688615894","167.123681233831","368.529143233575","2.14261129786962","84.6331462658501","35.3530864148488","37.4956977127184","48.2087542020665","63.2070332871539","57.8505050424798","69.6348671807628","53.5652824467406","49.2800598510013","56.779199393545","39.638309010588","50.3513654999361","43.9235316063273","48.2087542020665","55.7078937446102","64.2783389360887","68.5635615318279","36.4243920637836","68.5635615318279","61.0644219892843","70.7061728296976","43.9235316063273","54.6365880956754","55.7078937446102","46.0661429041969","73.920089776502","38.5670033616532","70.7061728296976","68.5635615318279","47.1374485531317","59.9931163403495","36.4243920637836","48.2087542020665","56.779199393545","62.1357276382191","53.5652824467406","53.5652824467406","31.0678638191095","36.4243920637836","57.8505050424798","49.2800598510013","79.2766180211761","69.6348671807628","53.5652824467406","51.422671148871","79.2766180211761","56.779199393545","54.6365880956754","37.4956977127184","46.0661429041969","43.9235316063273","59.9931163403495","57.8505050424798","39.638309010588","79.2766180211761","28.9252525212399","55.7078937446102","64.2783389360887","43.9235316063273","43.9235316063273","55.7078937446102","41.7809203084577","50.3513654999362","24.6400299255007","57.8505050424798","119.986232680699","235.687242765659"
"308","8.711965","48.4590739396809","75.8954613908237","164.618324706857","350.615652622397","2.13790032086827","70.550710588653","50.2406575404044","39.5511559360631","48.1027572195362","52.3785578612727","67.3438601073506","72.6886109095213","64.1370096260482","60.9301591447458","75.8954613908237","34.2064051338924","34.2064051338924","64.1370096260482","52.3785578612727","59.8612089843117","58.7922588238775","56.6543585030092","57.7233086634434","60.9301591447458","56.6543585030092","59.8612089843117","65.2059597864823","56.6543585030092","59.8612089843117","68.4128102677847","53.4475080217068","61.9991093051799","50.2406575404044","60.9301591447458","59.8612089843117","53.4475080217068","39.5511559360631","52.3785578612727","67.3438601073506","52.3785578612727","60.9301591447458","80.1712620325603","49.1717073799703","44.8959067382337","54.516458182141","51.3096077008386","84.4470626742968","74.8265112303896","69.4817604282189","35.2753552943265","65.2059597864823","56.6543585030092","48.1027572195362","37.4132556151948","45.9648568986679","54.516458182141","53.4475080217068","65.2059597864823","24.5858536899851","81.2402121929944","39.5511559360631","57.7233086634434","71.6196607490872","35.2753552943265","48.1027572195362","59.8612089843117","51.3096077008386","48.1027572195362","20.3100530482486","45.9648568986679","102.619215401677","211.652131765959"
"309","8.722683","41.2411801549347","65.0615169685607","157.854172317164","311.442015652783","0","72.5275926862644","57.595441250857","44.7964543062221","59.7286057416295","61.861770232402","46.9296187969946","75.7273394224231","44.7964543062221","60.7951879870158","72.5275926862644","38.3969608339047","52.2625300239258","55.4622767600846","53.3291122693121","54.3956945146983","53.3291122693121","58.6620234962433","59.7286057416295","53.3291122693121","54.3956945146983","70.3944281954919","57.595441250857","52.2625300239258","49.0627832877671","55.4622767600846","72.5275926862644","57.595441250857","56.5288590054708","55.4622767600846","47.9962010423809","63.9949347231745","47.9962010423809","42.6632898154497","69.3278459501057","66.128099213947","63.9949347231745","85.3265796308993","39.4635430792909","38.3969608339047","55.4622767600846","43.7298720608359","82.1268328947406","72.5275926862644","50.1293655331533","51.1959477785396","68.2612637047195","55.4622767600846","45.8630365516084","38.3969608339047","63.9949347231745","51.1959477785396","42.6632898154497","72.5275926862644","39.4635430792909","71.4610104408782","39.4635430792909","58.6620234962433","86.3931618762856","35.197214097746","49.0627832877671","52.2625300239258","39.4635430792909","62.9283524777882","17.0653159261799","47.9962010423809","104.525060047852","225.048853776497"
"310","8.733243","26.961205415472","58.5341959678009","178.795362228919","297.992270381532","3.19277432551641","85.1406486804377","32.9920013636696","43.6345824487243","61.7269702933173","68.1125189443502","70.2410351613611","72.3695513783721","61.7269702933173","64.9197446188338","56.40567975079","38.313291906197","54.277163533779","47.8916148827462","56.40567975079","46.8273567742407","45.7630986657353","55.3414216422845","59.5984540763064","69.1767770528556","43.6345824487243","68.1125189443502","58.5341959678009","51.0843892082626","62.7912284018228","65.9840027273392","64.9197446188338","45.7630986657353","60.6627121848119","57.4699378592955","43.6345824487243","73.4338094868775","37.2490337976915","51.0843892082626","46.8273567742407","65.9840027273392","46.8273567742407","54.277163533779","47.8916148827462","44.6988405572298","46.8273567742407","54.277163533779","71.3052932698666","72.3695513783721","64.9197446188338","50.0201310997572","46.8273567742407","56.40567975079","35.1205175806806","42.5703243402189","55.3414216422845","39.3775500147024","56.40567975079","61.7269702933173","38.313291906197","57.4699378592955","47.8916148827462","57.4699378592955","72.3695513783721","48.9558729912517","54.277163533779","53.2129054252736","46.8273567742407","43.6345824487243","22.3494202786149","45.7630986657353","117.068391935602","206.466073050061"
"311","8.743989","16.9904323052964","66.8998272021047","163.532910938478","333.437233991442","0","64.7760231639426","47.7855908586462","41.41417874416","58.4046110494565","80.704553450158","52.0331989349703","64.7760231639426","63.7141211448616","59.4665130685375","62.6522191257806","26.5475504770257","43.5379827823221","53.0951009540513","44.5998848014031","42.4760807632411","72.2093372975098","60.5284150876185","64.7760231639426","40.352276725079","61.5903171066995","67.9617292211857","44.5998848014031","47.7855908586462","61.5903171066995","72.2093372975098","55.2189049922134","52.0331989349703","58.4046110494565","52.0331989349703","50.9712969158893","83.8902595074011","70.0855332593478","33.9808646105929","54.1570029731324","57.3427090303754","55.2189049922134","67.9617292211857","36.1046686487549","49.9093948968083","50.9712969158893","52.0331989349703","86.0140635455632","72.2093372975098","47.7855908586462","39.290374705998","70.0855332593478","61.5903171066995","48.8474928777272","45.6617868204841","49.9093948968083","45.6617868204841","60.5284150876185","57.3427090303754","38.228472686917","61.5903171066995","52.0331989349703","64.7760231639426","89.1997696028062","49.9093948968083","43.5379827823221","63.7141211448616","41.41417874416","41.41417874416","28.6713545151877","43.5379827823221","104.066397869941","189.018559396423"
"312","8.75466","33.9062811655281","60.3955633260969","156.816550390567","339.062811655281","1.05957128642275","68.872133617479","52.9785643211377","50.8594217482922","66.7529910446335","65.6934197582107","60.3955633260969","52.9785643211377","55.0977068939832","73.11041876317","58.2764207532514","38.1445663112191","49.7998504618694","54.0381356075604","61.4551346125197","48.7402791754467","41.3232801704874","67.8125623310562","62.5147058989424","57.2168494668287","47.6807078890239","70.9912761903245","63.5742771853652","73.11041876317","65.6934197582107","65.6934197582107","76.2891326224382","44.5019940297556","56.1572781804059","49.7998504618694","61.4551346125197","64.633848471788","48.7402791754467","52.9785643211377","51.9189930347149","56.1572781804059","59.3359920396742","56.1572781804059","45.5615653161784","61.4551346125197","61.4551346125197","63.5742771853652","83.7061316273975","72.0508474767472","69.9317049039017","44.5019940297556","43.4424227433329","47.6807078890239","54.0381356075604","45.5615653161784","41.3232801704874","52.9785643211377","65.6934197582107","54.0381356075604","30.7275673062598","39.2041375976419","37.0849950247964","90.063559345934","59.3359920396742","55.0977068939832","51.9189930347149","63.5742771853652","39.2041375976419","48.7402791754467","16.9531405827641","28.6084247334143","111.254985074389","210.854685998128"
"313","8.765261","25.3743500065765","66.6076687672632","143.7879833706","291.805025075629","1.05726458360735","60.2640812656191","49.6914354295456","47.5769062623309","53.920493763975","65.5504041836559","71.8939916853","61.3213458492265","68.7221979344779","56.0350229311897","53.920493763975","29.6034083410059","43.3478479279015","71.8939916853","62.3786104328338","51.8059645967603","53.920493763975","78.2375791869441","67.6649333508706","56.0350229311897","43.3478479279015","58.1495520984044","67.6649333508706","53.920493763975","58.1495520984044","63.4358750164412","59.2068166820118","56.0350229311897","68.7221979344779","64.4931396000485","57.0922875147971","89.867489606625","62.3786104328338","48.6341708459382","48.6341708459382","50.7487000131529","82.4666375213735","58.1495520984044","39.1187895934721","42.2905833442941","63.4358750164412","63.4358750164412","88.8102250230177","87.7529604394103","66.6076687672632","44.4051125115088","57.0922875147971","59.2068166820118","46.5196416787235","45.4623770951162","59.2068166820118","62.3786104328338","54.9777583475824","58.1495520984044","30.6606729246132","52.8632291803677","30.6606729246132","75.0657854361221","75.0657854361221","48.6341708459382","68.7221979344779","68.7221979344779","50.7487000131529","42.2905833442941","19.0307625049324","37.0042604262574","89.867489606625","169.162333377176"
"314","8.776045","16.8788311271472","60.130835890462","145.579918471645","282.720421379716","3.16478083634011","63.2956167268021","30.5928814179544","49.581566435995","54.8562011632285","55.9111281086752","59.0759089450153","67.5153245085889","70.680105344929","64.3505436722488","73.8448861812691","46.4167855996549","49.581566435995","58.0209819995686","41.1421508724214","51.6914203268884","63.2956167268021","68.5702514540356","56.9660550541219","34.8125891997412","70.680105344929","62.2406897813554","68.5702514540356","53.8012742177818","73.8448861812691","67.5153245085889","55.9111281086752","60.130835890462","49.581566435995","60.130835890462","37.9773700360813","73.8448861812691","51.6914203268884","50.6364933814417","78.0645939630559","67.5153245085889","60.130835890462","46.4167855996549","34.8125891997412","35.8675161451879","63.2956167268021","47.4717125451016","65.4054706176955","75.9547400721625","62.2406897813554","50.6364933814417","48.5266394905483","51.6914203268884","64.3505436722488","31.6478083634011","55.9111281086752","51.6914203268884","56.9660550541219","60.130835890462","37.9773700360813","54.8562011632285","59.0759089450153","75.9547400721625","58.0209819995686","37.9773700360813","53.8012742177818","56.9660550541219","68.5702514540356","31.6478083634011","23.2083927998274","27.4281005816142","77.0096670176092","167.733384326026"
"315","8.786671","16.8421162840215","65.2632006005833","121.052710791405","260.000170134582","0","51.5789811198159","51.5789811198159","37.8947616390484","47.3684520488105","61.0526715295779","63.1579360650806","67.368465136086","68.4210974038374","57.8947747263239","51.5789811198159","47.3684520488105","44.2105552455564","57.8947747263239","46.3158197810591","45.2631875133078","52.6316133875672","67.368465136086","65.2632006005833","35.7894971035457","61.0526715295779","82.1053168846048","69.4737296715887","63.1579360650806","90.5263750266156","51.5789811198159","57.8947747263239","71.5789942070914","49.4737165843132","62.1053037973293","61.0526715295779","82.1053168846048","55.7895101908212","51.5789811198159","70.52636193934","54.7368779230699","61.0526715295779","50.5263488520645","35.7894971035457","55.7895101908212","54.7368779230699","53.6842456553185","89.4737427588642","91.5790072943669","64.210568332832","44.2105552455564","52.6316133875672","62.1053037973293","57.8947747263239","47.3684520488105","49.4737165843132","74.7368910103454","77.8947878135995","52.6316133875672","33.684232568043","37.8947616390484","44.2105552455564","65.2632006005833","70.52636193934","52.6316133875672","57.8947747263239","62.1053037973293","56.8421424585726","33.684232568043","27.3684389615349","38.9473939067997","78.9474200813508","169.473795107966"
"316","8.797397","26.6082260081204","48.3149366989554","131.290588855857","248.926956470705","0","54.6168849640365","49.3652614098022","52.5162355423428","72.472405048433","67.2207814941988","57.7678590965771","72.472405048433","60.9188332291176","61.9691579399645","54.6168849640365","38.8620143013337","51.4659108314959","61.9691579399645","55.6672096748833","52.5162355423428","66.1704567833519","68.2711062050456","65.120132072505","43.0633131447211","47.2646119881085","73.5227297592799","69.3214309158925","59.8685085182708","53.5665602531896","57.7678590965771","67.2207814941988","54.6168849640365","53.5665602531896","58.8181838074239","67.2207814941988","75.6233791809736","35.7110401687931","45.1639625664148","67.2207814941988","57.7678590965771","54.6168849640365","48.3149366989554","42.0129884338742","39.9123390121805","56.7175343857302","71.4220803375862","96.6298733979107","79.824678024361","64.0698073616582","49.3652614098022","38.8620143013337","53.5665602531896","53.5665602531896","51.4659108314959","45.1639625664148","75.6233791809736","67.2207814941988","70.3717556267393","36.7613648796399","53.5665602531896","39.9123390121805","76.6737038918205","79.824678024361","47.2646119881085","60.9188332291176","75.6233791809736","64.0698073616582","24.1574683494777","22.056818927784","38.8620143013337","78.7743533135142","149.146108940253"
"317","8.808221","23.7547775861961","36.6801712728029","119.472557859986","242.089130400499","1.04800489350865","44.0162055273634","56.5922642494673","51.352239781924","66.0243082910451","64.9763033975365","53.4482495689413","59.7362789299932","67.0723131845538","77.5523621196403","47.1602202078894","30.3921419117509","41.9201957403461","52.4002446754326","57.6402691429759","50.3042348884153","55.5442593559586","66.0243082910451","53.4482495689413","39.8241859533288","59.7362789299932","79.6483719066576","59.7362789299932","56.5922642494673","75.456352332623","66.0243082910451","81.7443816936749","62.8802936105192","40.8721908468375","55.5442593559586","44.0162055273634","89.0804159482355","52.4002446754327","52.4002446754326","56.5922642494673","47.1602202078894","61.8322887170105","53.4482495689413","28.2961321247336","59.7362789299932","62.8802936105192","57.6402691429759","72.3123376520971","71.2643327585884","61.8322887170105","39.8241859533288","44.0162055273634","57.6402691429759","58.6882740364846","47.1602202078894","47.1602202078894","64.9763033975365","55.5442593559586","78.600367013149","38.7761810598202","34.5841614857855","48.208225101398","68.1203180780624","74.4083474391144","62.8802936105192","50.3042348884153","59.7362789299932","44.0162055273634","33.5361565922769","20.9600978701731","20.9600978701731","103.752484457357","169.776792748402"
"318","8.818886","20.9145553892709","37.6461997006876","95.1612270211826","216.465648278954","0","40.7833830090782","69.0180327845939","53.3321162426408","65.8808494762033","90.9783159433284","69.0180327845939","58.5607550899585","83.6582215570836","80.5210382486929","55.4235717815679","37.6461997006876","59.606482859422","65.8808494762033","53.3321162426408","43.9205663174689","72.1552160929846","70.0637605540575","51.2406607037137","35.5547441617605","72.1552160929846","83.6582215570836","63.7893939372762","66.9265772456668","82.61249378762","58.5607550899585","59.606482859422","59.606482859422","37.6461997006876","76.3381271708387","64.8351217067398","93.0697714822555","40.7833830090782","60.6522106288856","75.2923994013752","72.1552160929846","58.5607550899585","39.7376552396147","37.6461997006876","56.4692995510314","66.9265772456668","39.7376552396147","92.0240437127919","81.5667660181565","59.606482859422","38.6919274701511","33.4632886228334","56.4692995510314","60.6522106288856","61.6979383983491","51.2406607037137","53.3321162426408","66.9265772456668","55.4235717815679","34.509016392297","28.2346497755157","40.7833830090782","82.61249378762","76.3381271708387","43.9205663174689","55.4235717815679","65.8808494762033","57.5150273204949","19.8688276198073","12.5487332335625","28.2346497755157","65.8808494762033","148.493343263823"
"319","8.829738","6.95612962450213","32.3460027539349","84.5169749377009","198.249694298311","1.04341944367532","36.5196805286362","67.8222638388958","56.3446499584672","59.4749082894932","76.1696193882983","55.3012305147919","82.4301360503502","70.9525221699217","47.9972944090647","34.4328416412855","46.9538749653894","55.3012305147919","67.8222638388958","50.0841332964153","52.170972183766","71.995941613597","77.2130388319736","65.7354249515451","29.2157444229089","47.9972944090647","68.8656832825711","73.0393610572723","65.7354249515451","81.3867166066749","62.6051666205192","45.910455521714","47.9972944090647","37.5630999723115","70.9525221699217","55.3012305147919","73.0393610572723","53.2143916274413","80.3432971629996","68.8656832825711","64.6920055078698","58.4314888458179","44.8670360780387","37.5630999723115","45.910455521714","64.6920055078698","58.4314888458179","86.6038138250515","86.6038138250515","66.7788443952204","50.0841332964153","25.0420666482077","59.4749082894932","64.6920055078698","44.8670360780387","50.0841332964153","62.6051666205192","64.6920055078698","64.6920055078698","35.4762610849609","37.5630999723115","45.910455521714","73.0393610572723","85.5603943813762","69.9091027262464","53.2143916274413","61.5617471768438","64.6920055078698","22.955227760857","9.39077499307787","28.1723249792336","83.4735554940255","142.948463783519"
"320","8.840429","16.6584626959364","30.1934636363847","73.9219282132178","208.230783699205","1.04115391849603","46.8519263323211","46.8519263323211","66.6338507837456","61.4280811912655","68.7161586207377","67.6750047022416","70.7984664577297","68.7161586207377","64.5515429467536","28.1111557993927","51.0165420063052","56.2223115987854","67.6750047022416","58.3046194357774","51.0165420063052","88.4980830721621","66.6338507837456","53.0988498432973","32.2757714733768","52.0576959248013","73.9219282132178","63.5103890282575","62.4692351097615","61.4280811912655","68.7161586207376","57.2634655172814","64.5515429467536","32.2757714733768","53.0988498432973","71.8396203762257","96.8273144201303","61.4280811912655","44.7696184953291","68.7161586207377","64.5515429467536","56.2223115987854","40.605002821345","42.687310658337","42.687310658337","64.5515429467536","71.8396203762257","100.991930094114","77.0453899687058","60.3869272727694","47.8930802508171","33.3169253918728","65.5926968652496","59.3457733542734","40.605002821345","66.6338507837456","80.1688517241939","66.6338507837456","63.5103890282575","46.8519263323211","41.646156739841","52.0576959248013","78.0865438872019","87.4569291536661","55.1811576802893","64.5515429467536","67.6750047022416","59.3457733542734","26.0288479624006","16.6584626959364","23.9465401254086","73.9219282132178","158.255395611396"
"321","8.851221","13.8516739940522","45.7105241803723","93.4987994598525","161.025710180857","0","38.4383953334949","43.6327730812645","51.9437774776958","58.1770307750193","70.6435373696663","59.2159063245732","63.3714085227889","79.9934173156516","67.5269107210046","37.399519783941","43.6327730812645","73.7601640183281","71.6824129192202","55.0604041263576","66.4880351714507","63.3714085227889","87.265546162529","74.799039567882","31.1662664866175","61.2936574236811","60.2547818741272","74.799039567882","84.1489195138672","68.5657862705585","50.9049019281419","54.0215285768037","62.332532973235","19.7386354415244","65.4491596218967","64.4102840723428","79.9934173156516","50.9049019281419","72.7212884687742","62.332532973235","62.332532973235","69.6046618201124","19.7386354415244","32.2051420361714","28.0496398379557","67.5269107210046","52.9826530272497","85.1877950634212","90.3821728111907","59.2159063245732","60.2547818741272","33.2440175857253","81.0322928652055","61.2936574236811","46.7493997299262","63.3714085227889","46.7493997299262","75.8379151174359","64.4102840723428","40.5161464326027","23.8941376397401","42.5938975317106","87.265546162529","82.0711684147594","57.1381552254654","57.1381552254654","61.2936574236811","52.9826530272497","19.7386354415244","11.4276310450931","17.6608843424166","63.3714085227889","128.820568144686"
