""," ","std 1","std 2","std 3","std 4","bl","GOXQC1","115","116","117","118","119","120","121","122","GOXQC2","123","124","125","126","127","128","129","130","GOXQC3","131","132","133","134","135","136","137","138","GOXQC4","139","140","141","142","143","144","145","146","GOXQC5","147","148","149","150","151","152","153","154","GOXQC6","155","156","157","158","159","160","161","162","GOXQC7","163","164","165","166","167","168","169","GOXQC8","std 1","std 2","std 3","std 4"
"1",NA,"0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2","Sample Name","1A12","1B12","1C12","1D12","1D11","1A10","1A1","1B1","1C1","1D1","1.00E+01","1F1","1G1","1H1","1B10","1A2","1B2","1C2","1D2","1.00E+02","1F2","1G2","1H2","1C10","1A3","1B3","1C3","1D3","1.00E+03","1F3","1G3","1H3","1D10","1A4","1B4","1C4","1D4","1.00E+04","1F4","1G4","1H4","1.00E+10","1A5","1B5","1C5","1D5","1.00E+05","1F5","1G5","1H5","1F10","1A6","1B6","1C6","1D6","1.00E+06","1F6","1G6","1H6","1G10","1A7","1B7","1C7","1D7","1.00E+07","1F7","1G7","1H10","1.00E+12","1F12","1G12","1H12"
"3","Diameter","inj1","inj2","inj3","inj4","inj5","inj6","inj7","inj8","inj9","inj10","inj11","inj12","inj13","inj14","inj15","inj16","inj17","inj18","inj19","inj20","inj21","inj22","inj23","inj24","inj25","inj26","inj27","inj28","inj29","inj30","inj31","inj32","inj33","inj34","inj35","inj36","inj37","inj38","inj39","inj40","inj41","inj42","inj43","inj44","inj45","inj46","inj47","inj48","inj49","inj50","inj51","inj52","inj53","inj54","inj55","inj56","inj57","inj58","inj59","inj60","inj61","inj62","inj63","inj64","inj65","inj66","inj67","inj68","inj69","inj70","inj71","inj72"
"21","6.142465","2.8779184827161","0","0","2.15843886203707","2.15843886203707","0","6.47531658611122","0","0","0","0","0","4.31687772407415","0","0","2.15843886203707","2.15843886203707","0","0","0","2.15843886203707","6.47531658611122","6.47531658611122","0","0","0","4.31687772407415","4.31687772407415","4.31687772407415","0","0","6.47531658611122","0","2.15843886203707","0","2.15843886203707","2.15843886203707","2.15843886203707","2.15843886203707","2.15843886203707","0","2.15843886203707","0","0","0","8.6337554481483","2.15843886203707","4.31687772407415","0","2.15843886203707","0","0","0","4.31687772407415","0","0","0","0","0","2.15843886203707","0","0","0","2.15843886203707","0","2.15843886203707","2.15843886203707","0","0","0","2.15843886203707","8.6337554481483"
"22","6.149998","0","0","0","2.15232951496671","2.15232951496671","0","0","2.15232951496671","0","4.30465902993343","4.30465902993343","4.30465902993343","0","0","0","2.15232951496671","0","2.15232951496671","0","0","4.30465902993343","0","10.7616475748336","0","0","0","2.15232951496671","2.15232951496671","2.15232951496671","0","2.15232951496671","4.30465902993343","2.15232951496671","2.15232951496671","2.15232951496671","0","0","2.15232951496671","0","2.15232951496671","0","2.15232951496671","0","2.15232951496671","0","0","2.15232951496671","4.30465902993343","0","0","0","0","4.30465902993343","2.15232951496671","0","0","4.30465902993343","0","2.15232951496671","2.15232951496671","6.45698854490014","2.15232951496671","2.15232951496671","0","0","0","2.15232951496671","2.15232951496671","0","0","2.15232951496671","2.15232951496671"
"23","6.157419","0","0","2.14634177060919","6.43902531182756","0","0","0","2.14634177060919","0","8.58536708243675","6.43902531182756","2.14634177060919","0","0","0","0","0","6.43902531182756","0","2.14634177060919","6.43902531182756","0","4.29268354121838","0","6.43902531182756","4.29268354121838","6.43902531182756","0","0","0","0","4.29268354121838","0","2.14634177060919","2.14634177060919","0","2.14634177060919","0","4.29268354121838","2.14634177060919","0","0","0","0","4.29268354121838","0","0","0","2.14634177060919","2.14634177060919","2.14634177060919","0","2.14634177060919","0","4.29268354121838","2.14634177060919","2.14634177060919","0","4.29268354121838","0","0","0","0","4.29268354121838","0","2.14634177060919","0","2.14634177060919","0","0","0","4.29268354121838"
"24","6.164971","0","2.14027946803117","2.14027946803117","2.14027946803117","0","2.14027946803117","0","2.14027946803117","0","0","4.28055893606233","0","0","0","0","0","2.14027946803117","4.28055893606233","4.28055893606233","4.28055893606233","6.4208384040935","4.28055893606233","10.7013973401558","2.14027946803117","2.14027946803117","2.14027946803117","6.4208384040935","2.14027946803117","2.14027946803117","2.14027946803117","2.14027946803117","0","0","2.14027946803117","0","2.14027946803117","2.14027946803117","4.28055893606233","2.14027946803117","0","0","0","2.14027946803117","0","2.14027946803117","2.14027946803117","8.56111787212466","0","0","0","0","0","4.28055893606233","0","0","4.28055893606233","0","2.14027946803117","2.14027946803117","0","0","0","2.14027946803117","0","0","2.14027946803117","4.28055893606233","2.14027946803117","0","2.14027946803117","2.14027946803117","4.28055893606233"
"25","6.172411","0","2.13433758458572","0","4.26867516917145","0","2.13433758458572","2.13433758458572","2.13433758458572","0","4.26867516917145","2.13433758458572","4.26867516917145","4.26867516917145","0","0","4.26867516917145","0","2.13433758458572","0","4.26867516917145","8.53735033834289","2.13433758458572","6.40301275375717","0","2.13433758458572","4.26867516917145","2.13433758458572","2.13433758458572","0","0","4.26867516917145","0","0","0","2.13433758458572","0","2.13433758458572","2.13433758458572","2.13433758458572","4.26867516917145","0","0","0","2.13433758458572","2.13433758458572","2.13433758458572","6.40301275375717","2.13433758458572","0","0","2.13433758458572","2.13433758458572","0","2.13433758458572","0","2.13433758458572","2.13433758458572","2.13433758458572","0","2.13433758458572","2.13433758458572","2.13433758458572","4.26867516917145","0","0","6.40301275375717","2.13433758458572","2.13433758458572","0","0","0","6.40301275375717"
"26","6.179981","0","0","2.12832275066522","2.12832275066522","0","0","0","2.12832275066522","0","0","4.25664550133044","2.12832275066522","4.25664550133044","0","0","0","2.12832275066522","0","2.12832275066522","2.12832275066522","4.25664550133044","0","2.12832275066522","0","0","2.12832275066522","4.25664550133044","4.25664550133044","2.12832275066522","0","0","2.12832275066522","0","2.12832275066522","0","0","4.25664550133044","0","0","0","0","4.25664550133044","4.25664550133044","4.25664550133044","0","0","2.12832275066522","0","0","2.12832275066522","0","2.12832275066522","2.12832275066522","2.12832275066522","0","4.25664550133044","0","0","0","0","2.12832275066522","6.38496825199567","0","4.25664550133044","0","0","0","2.12832275066522","2.12832275066522","0","2.12832275066522","4.25664550133044"
"27","6.187439","0","0","0","2.12242715562005","0","2.12242715562005","0","2.12242715562005","0","2.12242715562005","2.12242715562005","0","6.36728146686015","2.12242715562005","0","4.2448543112401","0","0","2.12242715562005","0","4.2448543112401","2.12242715562005","4.2448543112401","0","2.12242715562005","2.12242715562005","2.12242715562005","2.12242715562005","0","0","0","4.2448543112401","2.12242715562005","2.12242715562005","2.12242715562005","0","2.12242715562005","2.12242715562005","0","0","2.12242715562005","2.12242715562005","4.2448543112401","0","0","2.12242715562005","0","0","0","0","0","4.2448543112401","4.2448543112401","2.12242715562005","2.12242715562005","0","0","0","2.12242715562005","0","2.12242715562005","0","4.2448543112401","0","0","0","4.2448543112401","0","2.12242715562005","0","2.12242715562005","4.2448543112401"
"28","6.195028","0","2.11645861421015","0","0","0","0","0","0","0","0","4.23291722842029","4.23291722842029","0","0","0","0","2.11645861421015","0","2.11645861421015","2.11645861421015","0","2.11645861421015","2.11645861421015","4.23291722842029","2.11645861421015","0","2.11645861421015","0","0","0","2.11645861421015","2.11645861421015","0","0","0","0","2.11645861421015","0","2.11645861421015","6.34937584263044","2.11645861421015","0","2.11645861421015","0","0","0","4.23291722842029","6.34937584263044","2.11645861421015","0","2.11645861421015","2.11645861421015","2.11645861421015","2.11645861421015","0","0","0","2.11645861421015","0","0","2.11645861421015","0","4.23291722842029","0","6.34937584263044","0","2.11645861421015","2.11645861421015","0","0","0","2.11645861421015"
"29","6.202504","0","0","2.11060893145703","0","0","2.11060893145703","0","0","2.11060893145703","2.11060893145703","2.11060893145703","2.11060893145703","0","0","0","2.11060893145703","2.11060893145703","0","0","2.11060893145703","2.11060893145703","4.22121786291407","8.44243572582814","0","0","2.11060893145703","4.22121786291407","2.11060893145703","4.22121786291407","2.11060893145703","0","4.22121786291407","2.11060893145703","0","4.22121786291407","0","0","0","0","4.22121786291407","0","4.22121786291407","4.22121786291407","0","2.11060893145703","0","2.11060893145703","2.11060893145703","2.11060893145703","6.3318267943711","0","0","2.11060893145703","6.3318267943711","0","0","2.11060893145703","0","2.11060893145703","4.22121786291407","2.11060893145703","0","0","0","2.11060893145703","0","2.11060893145703","6.3318267943711","0","2.11060893145703","0","6.3318267943711"
"30","6.210112","2.8062484163958","0","0","2.10468631229685","0","2.10468631229685","0","2.10468631229685","0","4.2093726245937","4.2093726245937","0","2.10468631229685","0","2.10468631229685","0","0","2.10468631229685","2.10468631229685","6.31405893689055","2.10468631229685","0","6.31405893689055","4.2093726245937","4.2093726245937","2.10468631229685","0","2.10468631229685","0","4.2093726245937","0","2.10468631229685","2.10468631229685","0","0","0","0","0","0","4.2093726245937","4.2093726245937","0","0","2.10468631229685","0","0","2.10468631229685","4.2093726245937","2.10468631229685","0","0","0","2.10468631229685","2.10468631229685","2.10468631229685","0","0","2.10468631229685","0","0","0","4.2093726245937","4.2093726245937","0","0","2.10468631229685","2.10468631229685","0","2.10468631229685","0","4.2093726245937","2.10468631229685"
"31","6.217668","0","0","4.19766854026923","4.19766854026923","0","0","0","0","2.09883427013462","2.09883427013462","0","0","0","0","0","6.29650281040385","4.19766854026923","2.09883427013462","2.09883427013462","0","2.09883427013462","2.09883427013462","2.09883427013462","0","2.09883427013462","2.09883427013462","6.29650281040385","2.09883427013462","2.09883427013462","4.19766854026923","2.09883427013462","2.09883427013462","0","0","2.09883427013462","0","0","2.09883427013462","4.19766854026923","0","2.09883427013462","2.09883427013462","0","2.09883427013462","2.09883427013462","0","2.09883427013462","2.09883427013462","0","2.09883427013462","0","0","0","2.09883427013462","2.09883427013462","4.19766854026923","4.19766854026923","2.09883427013462","0","0","0","0","0","0","0","0","0","2.09883427013462","0","0","0","2.09883427013462"
"32","6.225171","0","0","2.09305275386801","0","0","2.09305275386801","2.09305275386801","2.09305275386801","0","4.18610550773601","2.09305275386801","2.09305275386801","0","0","6.27915826160402","6.27915826160402","2.09305275386801","2.09305275386801","0","2.09305275386801","2.09305275386801","2.09305275386801","2.09305275386801","2.09305275386801","2.09305275386801","0","4.18610550773601","0","0","2.09305275386801","2.09305275386801","0","2.09305275386801","0","2.09305275386801","6.27915826160402","0","0","0","0","6.27915826160402","2.09305275386801","2.09305275386801","0","6.27915826160402","2.09305275386801","2.09305275386801","0","0","2.09305275386801","0","0","2.09305275386801","0","2.09305275386801","4.18610550773601","4.18610550773601","8.37221101547203","0","4.18610550773601","2.09305275386801","2.09305275386801","6.27915826160402","0","0","0","0","4.18610550773601","0","0","2.09305275386801","2.09305275386801"
"33","6.232807","0","0","0","0","2.08719870911162","0","0","2.08719870911162","4.17439741822325","2.08719870911162","2.08719870911162","4.17439741822325","4.17439741822325","2.08719870911162","0","2.08719870911162","0","2.08719870911162","0","0","4.17439741822325","0","4.17439741822325","2.08719870911162","4.17439741822325","0","2.08719870911162","4.17439741822325","2.08719870911162","6.26159612733487","4.17439741822325","0","2.08719870911162","2.08719870911162","0","6.26159612733487","0","0","4.17439741822325","4.17439741822325","6.26159612733487","2.08719870911162","0","0","4.17439741822325","0","2.08719870911162","4.17439741822325","0","0","0","2.08719870911162","0","2.08719870911162","2.08719870911162","2.08719870911162","0","2.08719870911162","0","0","0","0","2.08719870911162","0","4.17439741822325","2.08719870911162","2.08719870911162","2.08719870911162","2.08719870911162","0","0","0"
