1,160721_vw_extended,GOXst1,1A12,1,07-08-2017 13:15:40,,,
2,160721_vw_extended,GOXst2,1B12,1,07-08-2017 13:27:40,,,
3,160721_vw_extended,GOXst3,1C12,1,07-08-2017 13:39:40,,,
4,160721_vw_extended,GOXst4,1D12,1,07-08-2017 13:51:40,,,
5,160721_vw_extended,throwaway,1H11,1,07-08-2017 14:03:40,,,
6,160721_vw_extended,GOXQC1,1A10,1,07-08-2017 14:15:40,,,
7,160721_vw_extended,1,1A1,1,07-08-2017 14:27:40,,,
8,160721_vw_extended,2,1B1,1,07-08-2017 14:39:39,,,
9,160721_vw_extended,3,1C1,1,07-08-2017 14:51:39,,,
10,160721_vw_extended,4,1D1,1,07-08-2017 15:03:39,,,
11,160721_vw_extended,5,1E1,1,07-08-2017 15:15:39,,,
12,160721_vw_extended,6,1F1,1,07-08-2017 15:27:39,,,
13,160721_vw_extended,7,1G1,1,07-08-2017 15:39:39,,,
14,160721_vw_extended,8,1H1,1,07-08-2017 15:51:39,,,
15,160721_vw_extended,GOXQC2,1B10,1,07-08-2017 16:03:39,,,
16,160721_vw_extended,9,1A2,1,07-08-2017 16:15:39,,,
17,160721_vw_extended,10,1B2,1,07-08-2017 16:27:39,,,
18,160721_vw_extended,11,1C2,1,07-08-2017 16:39:39,,,
19,160721_vw_extended,12,1D2,1,07-08-2017 16:51:38,,,
20,160721_vw_extended,13,1E2,1,07-08-2017 17:03:38,,,
21,160721_vw_extended,14,1F2,1,07-08-2017 17:15:38,,,
22,160721_vw_extended,15,1G2,1,07-08-2017 17:27:38,,,
23,160721_vw_extended,16,1H2,1,07-08-2017 17:39:39,,,
24,160721_vw_extended,GOXQC3,1C10,1,07-08-2017 17:51:39,,,
25,160721_vw_extended,17,1A3,1,07-08-2017 18:03:38,,,
26,160721_vw_extended,18,1B3,1,07-08-2017 18:15:38,,,
27,160721_vw_extended,19,1C3,1,07-08-2017 18:27:38,,,
28,160721_vw_extended,20,1D3,1,07-08-2017 18:39:38,,,
29,160721_vw_extended,21,1E3,1,07-08-2017 18:51:38,,,
30,160721_vw_extended,22,1F3,1,07-08-2017 19:03:38,,,
31,160721_vw_extended,23,1G3,1,07-08-2017 19:15:38,,,
32,160721_vw_extended,24,1H3,1,07-08-2017 19:27:38,,,
33,160721_vw_extended,GOXQC4,1D10,1,07-08-2017 19:39:38,,,
34,160721_vw_extended,25,1A4,1,07-08-2017 19:51:38,,,
35,160721_vw_extended,26,1B4,1,07-08-2017 20:03:37,,,
36,160721_vw_extended,27,1C4,1,07-08-2017 20:15:37,,,
37,160721_vw_extended,28,1D4,1,07-08-2017 20:27:37,,,
38,160721_vw_extended,29,1E4,1,07-08-2017 20:39:37,,,
39,160721_vw_extended,30,1F4,1,07-08-2017 20:51:37,,,
40,160721_vw_extended,31,1G4,1,07-08-2017 21:03:37,,,
41,160721_vw_extended,32,1H4,1,07-08-2017 21:15:37,,,
42,160721_vw_extended,GOXQC5,1E10,1,07-08-2017 21:27:37,,,
43,160721_vw_extended,33,1A5,1,07-08-2017 21:39:37,,,
44,160721_vw_extended,34,1B5,1,07-08-2017 21:51:37,,,
45,160721_vw_extended,35,1C5,1,07-08-2017 22:03:37,,,
46,160721_vw_extended,36,1D5,1,07-08-2017 22:15:37,,,
47,160721_vw_extended,37,1E5,1,07-08-2017 22:27:37,,,
48,160721_vw_extended,38,1F5,1,07-08-2017 22:39:37,,,
49,160721_vw_extended,39,1G5,1,07-08-2017 22:51:37,,,
50,160721_vw_extended,40,1H5,1,07-08-2017 23:03:37,,,
51,160721_vw_extended,GOXQC6,1F10,1,07-08-2017 23:15:37,,,
52,160721_vw_extended,41,1A6,1,07-08-2017 23:27:36,,,
53,160721_vw_extended,42,1B6,1,07-08-2017 23:39:36,,,
54,160721_vw_extended,43,1C6,1,07-08-2017 23:51:36,,,
55,160721_vw_extended,44,1D6,1,08-08-2017 00:03:36,,,
56,160721_vw_extended,45,1E6,1,08-08-2017 00:15:36,,,
57,160721_vw_extended,46,1F6,1,08-08-2017 00:27:36,,,
58,160721_vw_extended,47,1G6,1,08-08-2017 00:39:36,,,
59,160721_vw_extended,48,1H6,1,08-08-2017 00:51:36,,,
60,160721_vw_extended,GOXQC7,1G10,1,08-08-2017 01:03:36,,,
61,160721_vw_extended,49,1A7,1,08-08-2017 01:15:36,,,
62,160721_vw_extended,50,1B7,1,08-08-2017 01:27:36,,,
63,160721_vw_extended,51,1C7,1,08-08-2017 01:39:36,,,
64,160721_vw_extended,52,1D7,1,08-08-2017 01:51:36,,,
65,160721_vw_extended,53,1E7,1,08-08-2017 02:03:36,,,
66,160721_vw_extended,54,1F7,1,08-08-2017 02:15:36,,,
67,160721_vw_extended,55,1G7,1,08-08-2017 02:27:36,,,
68,160721_vw_extended,56,1H7,1,08-08-2017 02:39:36,,,
69,160721_vw_extended,GOXQC8,1H10,1,08-08-2017 02:51:36,,,
70,160721_vw_extended,1rep,1A8,1,08-08-2017 03:03:36,,,
71,160721_vw_extended,2rep,1B8,1,08-08-2017 03:15:36,,,
72,160721_vw_extended,3rep,1C8,1,08-08-2017 03:27:36,,,
73,160721_vw_extended,4rep,1D8,1,08-08-2017 03:39:36,,,
74,160721_vw_extended,5rep,1E8,1,08-08-2017 03:51:35,,,
75,160721_vw_extended,6rep,1F8,1,08-08-2017 04:03:36,,,
76,160721_vw_extended,7rep,1G8,1,08-08-2017 04:15:36,,,
77,160721_vw_extended,8rep,1H8,1,08-08-2017 04:27:36,,,
78,160721_vw_extended,GOXQC9,1A11,1,08-08-2017 04:39:36,,,
79,160721_vw_extended,9rep,1A9,1,08-08-2017 04:51:36,,,
80,160721_vw_extended,10rep,1B9,1,08-08-2017 05:03:35,,,
81,160721_vw_extended,11rep,1C9,1,08-08-2017 05:15:35,,,
82,160721_vw_extended,12rep,1D9,1,08-08-2017 05:27:35,,,
83,160721_vw_extended,13rep,1E9,1,08-08-2017 05:39:35,,,
84,160721_vw_extended,14rep,1F9,1,08-08-2017 05:51:35,,,
85,160721_vw_extended,15rep,1G9,1,08-08-2017 06:03:35,,,
86,160721_vw_extended,16rep,1H9,1,08-08-2017 06:15:35,,,
87,160721_vw_extended,GOXQC10,1B11,1,08-08-2017 06:27:35,,,
88,160721_vw_extended,GOXst1,1E12,1,08-08-2017 06:39:35,,,
89,160721_vw_extended,GOXst2,1F12,1,08-08-2017 06:51:35,,,
90,160721_vw_extended,GOXst3,1G12,1,08-08-2017 07:03:35,,,
91,160721_vw_extended,GOXst4,1H12,1,08-08-2017 07:15:35,,,
92,160721_vw_extended,GOXQCAM,1C11,1,,,,
