"scan1","scan2","scan3","scan4","sample.diameters"
0,0,0,0,6.54
0,0,0,0,6.54
0,0,0,0,6.54
0,0,0,0,6.54
0,0,0,0,6.54
0,0,0,0,6.54
0,0,0,0,6.54
0,0,0,0,6.55
0,0,0,0,6.55
0,0,0,0,6.55
0,0,0,0,6.55
0,0,0,0,6.55
0,0,7.4730990868291,7.4730990868291,6.55
0,0,0,0,6.55
0,0,7.44828289881043,0,6.56
0,0,0,0,6.56
0,0,0,0,6.56
0,0,0,0,6.56
0,0,0,0,6.56
0,0,0,0,6.56
0,0,0,0,6.56
7.42362102413621,0,0,0,6.57
0,0,0,0,6.57
0,0,0,0,6.57
0,0,0,0,6.57
0,0,0,0,6.57
0,0,0,0,6.57
0,0,0,0,6.57
0,0,0,0,6.58
0,0,0,0,6.58
0,0,0,0,6.58
0,0,0,0,6.58
0,0,0,0,6.58
0,0,0,0,6.58
0,7.39911213166826,0,0,6.58
0,0,0,7.37475490318962,6.59
0,0,0,0,6.59
0,0,0,0,6.59
0,0,0,0,6.59
0,0,0,0,6.59
0,0,0,7.37475490318962,6.59
0,0,0,0,6.59
0,0,0,0,6.6
0,0,0,0,6.6
0,0,0,0,6.6
0,0,0,0,6.6
0,0,0,0,6.6
0,0,0,0,6.6
0,0,0,0,6.6
0,0,0,0,6.61
0,0,0,0,6.61
0,0,0,7.3264902291631,6.61
0,0,0,0,6.61
0,0,0,0,6.61
0,0,0,0,6.61
0,0,0,0,6.61
0,0,7.30258021062889,0,6.62
0,0,0,0,6.62
0,0,0,0,6.62
0,0,0,0,6.62
0,0,0,0,6.62
0,0,0,0,6.62
0,0,0,0,6.62
0,0,0,0,6.63
0,0,0,0,6.63
0,0,0,0,6.63
0,0,0,0,6.63
0,0,0,0,6.63
0,0,0,0,6.63
0,0,0,0,6.63
7.2551984713266,0,0,0,6.64
0,0,0,0,6.64
0,0,0,0,6.64
0,0,0,0,6.64
0,0,7.2551984713266,0,6.64
7.2551984713266,0,0,0,6.64
0,0,0,0,6.64
0,0,0,0,6.65
0,0,0,0,6.65
0,0,0,0,6.65
0,0,0,0,6.65
0,0,0,0,6.65
0,0,0,7.23172425166925,6.65
0,0,0,0,6.65
0,0,0,0,6.66
0,0,0,0,6.66
0,0,0,0,6.66
0,0,0,0,6.66
0,0,0,0,6.66
0,0,0,0,6.66
0,0,0,0,6.66
0,0,0,7.18520295561874,6.67
0,0,0,0,6.67
0,0,0,0,6.67
0,0,0,0,6.67
0,0,0,0,6.67
0,0,0,0,6.67
0,0,0,0,6.67
0,0,0,0,6.68
0,0,0,7.16215345222972,6.68
0,0,0,0,6.68
0,0,0,0,6.68
0,0,0,0,6.68
0,0,0,0,6.68
0,0,0,0,6.68
0,0,0,0,6.69
0,0,0,7.13924311348648,6.69
0,0,0,0,6.69
0,0,0,0,6.69
0,0,0,0,6.69
0,0,0,0,6.69
0,0,0,0,6.69
0,0,0,0,6.7
0,0,0,0,6.7
0,0,7.11647075504336,0,6.7
0,0,0,0,6.7
0,0,0,0,6.7
0,0,0,0,6.7
0,0,0,0,6.7
0,0,0,0,6.71
0,0,0,0,6.71
0,0,0,0,6.71
7.09383520400601,0,0,0,6.71
0,0,0,0,6.71
0,7.09383520400601,0,0,6.71
0,0,0,0,6.71
0,0,0,0,6.72
0,0,0,0,6.72
0,0,0,0,6.72
0,0,0,0,6.72
0,0,0,0,6.72
0,0,0,0,6.72
0,0,0,0,6.72
0,0,0,0,6.73
0,0,0,0,6.73
0,0,0,0,6.73
0,0,0,0,6.73
0,0,0,0,6.73
0,0,0,0,6.73
0,0,0,0,6.73
0,0,0,0,6.74
0,0,0,0,6.74
0,0,0,0,6.74
0,0,0,0,6.74
0,0,0,0,6.74
0,0,0,0,6.74
0,0,0,0,6.74
0,0,0,0,6.75
0,0,0,0,6.75
0,0,0,0,6.75
0,0,0,0,6.75
0,0,0,0,6.75
0,0,0,7.00463801043861,6.75
0,0,0,0,6.75
0,0,0,0,6.76
6.98266929585381,0,0,0,6.76
0,0,0,6.98266929585381,6.76
0,0,0,0,6.76
0,0,0,0,6.76
0,0,6.98266929585381,0,6.76
0,0,6.98266929585381,0,6.76
0,0,0,0,6.77
0,0,0,0,6.77
0,0,0,0,6.77
0,0,0,6.96083058544921,6.77
0,0,0,0,6.77
0,0,0,0,6.77
0,0,0,0,6.78
0,0,0,0,6.78
0,0,0,0,6.78
0,6.93912078334486,0,6.93912078334486,6.78
0,0,0,0,6.78
0,0,0,0,6.78
0,0,0,0,6.78
0,6.91753880422705,0,0,6.79
0,0,0,0,6.79
0,0,0,0,6.79
0,0,0,0,6.79
0,0,0,0,6.79
0,0,0,0,6.79
0,0,0,6.91753880422705,6.79
0,0,0,0,6.8
0,0,0,0,6.8
0,0,0,0,6.8
0,0,0,0,6.8
0,0,0,0,6.8
0,0,0,0,6.8
0,0,0,0,6.8
0,0,0,0,6.81
0,0,0,0,6.81
0,0,0,0,6.81
0,0,0,0,6.81
0,0,0,0,6.81
6.87475402589442,0,0,0,6.81
0,0,0,0,6.81
0,0,0,0,6.82
0,0,0,0,6.82
0,0,0,0,6.82
0,0,0,0,6.82
0,0,0,0,6.82
0,0,0,0,6.82
0,6.85354910793766,0,6.85354910793766,6.82
0,0,0,0,6.83
0,0,0,0,6.83
0,0,0,0,6.83
0,0,0,0,6.83
0,0,0,0,6.83
0,0,0,0,6.83
0,0,0,0,6.84
0,0,0,0,6.84
0,0,0,0,6.84
0,0,0,0,6.84
0,0,0,0,6.84
0,0,0,0,6.84
0,0,0,0,6.84
0,0,0,0,6.85
0,0,6.79067173960944,0,6.85
0,0,0,0,6.85
0,0,0,0,6.85
0,0,0,0,6.85
0,0,0,0,6.85
0,0,0,0,6.85
0,0,0,0,6.86
0,0,0,0,6.86
0,0,0,0,6.86
0,0,0,0,6.86
0,0,0,0,6.86
0,0,0,0,6.86
0,0,0,0,6.86
0,0,0,0,6.87
0,6.74935776529931,0,0,6.87
0,0,0,0,6.87
0,0,0,0,6.87
0,0,0,0,6.87
0,0,0,0,6.87
0,0,0,0,6.87
0,0,0,0,6.88
0,0,0,0,6.88
0,0,0,0,6.88
0,0,0,0,6.88
0,0,0,0,6.88
0,0,0,0,6.88
0,0,0,0,6.89
0,0,0,0,6.89
0,0,0,0,6.89
6.7085178547663,0,0,0,6.89
0,0,0,0,6.89
0,0,0,0,6.89
0,0,0,0,6.89
0,0,0,0,6.9
0,0,0,0,6.9
0,0,0,0,6.9
0,0,0,0,6.9
0,6.68827321606645,0,6.68827321606645,6.9
0,0,0,0,6.9
0,0,0,0,6.9
0,0,0,0,6.91
0,0,0,6.66814416333725,6.91
0,0,0,0,6.91
0,0,0,0,6.91
0,0,0,0,6.91
0,0,0,0,6.91
0,0,0,0,6.91
0,0,0,0,6.92
0,0,0,0,6.92
0,0,6.64812973938761,0,6.92
0,0,0,0,6.92
0,0,0,0,6.92
0,0,0,0,6.92
0,0,0,6.62822899620649,6.93
0,0,0,0,6.93
0,0,0,0,6.93
0,0,0,0,6.93
0,0,0,0,6.93
0,0,0,0,6.93
0,0,0,0,6.93
0,0,0,0,6.94
0,0,0,6.60844099487124,6.94
0,0,0,0,6.94
0,0,0,0,6.94
0,0,0,0,6.94
0,0,0,0,6.94
0,6.60844099487124,0,0,6.94
0,0,0,0,6.95
0,0,0,0,6.95
0,0,0,0,6.95
0,0,0,6.58876480545679,6.95
0,0,0,0,6.95
0,0,0,0,6.95
0,0,0,0,6.96
0,0,0,0,6.96
0,0,0,0,6.96
0,0,0,0,6.96
0,0,0,0,6.96
0,0,0,0,6.96
0,0,0,0,6.96
0,0,0,0,6.97
0,0,0,0,6.97
0,0,0,0,6.97
0,0,0,0,6.97
0,0,0,6.54974418713998,6.97
0,0,6.54974418713998,0,6.97
0,0,0,0,6.97
0,0,0,6.53039794257149,6.98
0,0,0,0,6.98
0,0,0,0,6.98
0,0,0,0,6.98
0,0,0,0,6.98
6.53039794257149,0,0,6.53039794257149,6.98
0,0,0,0,6.99
0,6.51115987841633,0,0,6.99
0,0,0,0,6.99
0,0,0,6.51115987841633,6.99
0,0,0,0,6.99
0,0,0,6.51115987841633,6.99
0,0,0,0,6.99
0,0,0,6.49202910840781,7
0,0,0,0,7
0,0,0,0,7
0,0,0,0,7
0,0,0,0,7
0,0,0,0,7
0,0,0,0,7
0,0,0,0,7.01
0,0,0,0,7.01
0,0,0,0,7.01
0,0,0,0,7.01
0,0,0,6.47300475475118,7.01
0,0,0,0,7.01
0,0,0,0,7.02
0,0,0,0,7.02
0,0,0,0,7.02
0,0,0,0,7.02
0,0,0,0,7.02
0,0,0,0,7.02
0,0,0,0,7.02
0,0,0,0,7.03
0,0,0,0,7.03
0,0,0,0,7.03
0,0,0,0,7.03
0,0,0,0,7.03
0,0,0,0,7.03
0,0,0,0,7.03
0,0,0,0,7.04
0,0,0,0,7.04
0,0,0,0,7.04
0,0,6.41656153925503,0,7.04
0,0,0,0,7.04
0,0,0,0,7.04
0,0,0,0,7.05
0,0,0,0,7.05
0,0,0,0,7.05
0,0,6.39795423955635,0,7.05
0,0,0,0,7.05
0,0,0,6.39795423955635,7.05
0,0,0,0,7.05
0,0,6.37944909138572,0,7.06
0,0,0,0,7.06
0,0,0,0,7.06
0,0,0,0,7.06
0,0,0,0,7.06
6.37944909138572,0,0,6.37944909138572,7.06
0,0,0,0,7.06
0,0,0,0,7.07
0,0,0,0,7.07
0,0,0,0,7.07
0,0,0,0,7.07
0,0,0,0,7.07
0,0,0,0,7.07
0,0,0,0,7.08
0,0,0,0,7.08
6.34274194269066,0,0,0,7.08
0,0,0,0,7.08
0,0,0,12.6854838853813,7.08
0,0,0,0,7.08
0,0,0,0,7.08
0,0,0,0,7.09
0,0,0,0,7.09
0,0,6.32453830836289,0,7.09
0,0,0,0,7.09
0,0,0,0,7.09
6.32453830836289,0,0,0,7.09
0,0,0,0,7.1
0,0,0,0,7.1
0,0,0,0,7.1
0,0,6.30643355779975,0,7.1
0,0,0,0,7.1
0,0,0,0,7.1
0,0,0,0,7.1
0,0,0,0,7.11
0,6.28842689341397,0,0,7.11
0,0,6.28842689341397,0,7.11
0,0,0,0,7.11
0,0,0,6.28842689341397,7.11
0,0,0,0,7.11
0,0,0,0,7.12
0,0,0,0,7.12
0,0,0,0,7.12
0,0,0,0,7.12
0,0,0,0,7.12
0,0,0,0,7.12
0,6.27051752520575,0,0,7.12
0,0,0,0,7.13
0,0,0,0,7.13
0,0,0,6.25270467068714,7.13
0,0,0,0,7.13
0,0,0,0,7.13
0,0,0,0,7.13
0,0,0,0,7.14
0,0,0,0,7.14
0,0,0,0,7.14
0,0,0,0,7.14
0,0,0,0,7.14
0,0,0,0,7.14
0,0,0,0,7.14
0,0,0,0,7.15
0,0,0,0,7.15
0,0,0,0,7.15
0,0,0,0,7.15
0,0,0,0,7.15
0,0,0,0,7.15
0,0,0,0,7.16
0,0,0,0,7.16
0,0,0,0,7.16
0,0,0,0,7.16
0,0,0,0,7.16
0,0,0,6.19983747550018,7.16
0,0,0,0,7.16
0,0,0,0,7.17
0,0,0,0,7.17
0,0,0,0,7.17
0,0,0,0,7.17
0,0,0,0,7.17
0,6.18240299849292,0,0,7.17
0,0,0,0,7.18
0,0,0,0,7.18
0,0,0,0,7.18
0,0,0,0,7.18
0,0,0,0,7.18
0,0,0,0,7.18
0,0,0,0,7.18
0,0,0,0,7.19
0,0,0,0,7.19
0,0,0,0,7.19
0,0,0,0,7.19
0,0,0,0,7.19
0,0,0,0,7.19
0,0,0,6.13065288662459,7.2
0,0,0,0,7.2
0,0,0,0,7.2
0,0,6.13065288662459,0,7.2
0,0,6.13065288662459,0,7.2
0,0,0,0,7.2
0,0,6.13065288662459,0,7.2
0,0,0,0,7.21
0,0,0,0,7.21
0,0,0,0,7.21
0,0,0,0,7.21
0,0,0,0,7.21
0,0,0,0,7.21
0,0,0,0,7.22
0,0,0,0,7.22
0,0,0,0,7.22
0,0,0,0,7.22
0,0,0,0,7.22
0,0,0,0,7.22
0,0,0,0,7.22
0,0,0,0,7.23
0,0,0,0,7.23
0,0,0,0,7.23
0,6.07971745441418,0,0,7.23
0,0,0,0,7.23
0,0,0,0,7.23
0,0,0,0,7.24
0,0,0,0,7.24
0,0,6.06291668121503,6.06291668121503,7.24
0,0,0,0,7.24
0,0,0,0,7.24
0,0,0,0,7.24
0,0,6.06291668121503,0,7.24
0,0,6.04620359126455,0,7.25
0,0,0,0,7.25
0,0,0,0,7.25
0,0,0,0,7.25
0,0,0,0,7.25
0,0,0,0,7.25
0,0,0,0,7.26
0,0,0,0,7.26
0,0,0,0,7.26
0,6.02957749318357,0,0,7.26
0,0,0,0,7.26
0,0,0,0,7.26
0,0,0,6.01303770212265,7.27
0,0,0,0,7.27
0,0,0,0,7.27
0,0,0,0,7.27
0,0,0,0,7.27
0,0,0,0,7.27
0,0,0,0,7.27
0,0,0,0,7.28
0,0,0,0,7.28
0,0,0,0,7.28
0,0,0,0,7.28
0,0,0,0,7.28
0,0,0,0,7.28
0,0,5.98021433392297,0,7.29
0,0,0,0,7.29
0,0,0,0,7.29
0,0,0,0,7.29
0,0,0,0,7.29
0,0,0,0,7.29
0,0,0,0,7.29
0,0,0,0,7.3
0,0,5.96392941915276,0,7.3
0,0,5.96392941915276,0,7.3
0,0,0,0,7.3
0,0,0,5.96392941915276,7.3
0,0,0,0,7.3
0,0,0,0,7.31
0,0,0,0,7.31
0,0,5.947728136013,0,7.31
0,0,5.947728136013,0,7.31
5.947728136013,0,0,0,7.31
0,0,0,0,7.31
0,0,5.93160983134163,0,7.32
0,0,0,0,7.32
0,0,0,0,7.32
0,0,0,0,7.32
0,0,0,0,7.32
0,0,0,0,7.32
0,0,0,0,7.32
0,0,0,0,7.33
0,0,0,0,7.33
0,0,0,0,7.33
0,0,0,0,7.33
0,0,0,0,7.33
0,0,0,0,7.33
0,0,0,0,7.34
0,0,0,5.89961957544291,7.34
0,0,0,0,7.34
0,0,0,0,7.34
0,0,0,0,7.34
0,0,0,5.89961957544291,7.34
0,0,0,0,7.35
0,0,0,0,7.35
0,0,0,0,7.35
5.88374634839582,0,0,0,7.35
0,0,0,0,7.35
0,0,0,0,7.35
0,0,0,0,7.35
0,5.86795354805723,0,0,7.36
0,0,0,5.86795354805723,7.36
0,0,0,0,7.36
0,0,5.86795354805723,0,7.36
0,0,0,0,7.36
0,0,5.86795354805723,0,7.36
0,0,0,5.85224055140819,7.37
0,0,0,5.85224055140819,7.37
0,0,0,0,7.37
0,0,0,0,7.37
0,0,0,5.85224055140819,7.37
0,0,0,0,7.37
0,0,0,0,7.38
0,0,0,5.83660674127989,7.38
0,0,5.83660674127989,0,7.38
0,0,0,0,7.38
0,0,0,0,7.38
0,0,0,0,7.38
0,0,0,0,7.38
0,0,0,0,7.39
0,0,0,0,7.39
0,0,0,0,7.39
0,0,0,0,7.39
0,0,0,0,7.39
0,0,0,0,7.39
0,0,0,0,7.4
0,0,0,0,7.4
0,0,0,0,7.4
0,0,0,0,7.4
0,0,0,0,7.4
0,0,0,0,7.4
0,0,0,0,7.41
0,0,0,0,7.41
0,0,0,0,7.41
0,0,0,5.79017434486645,7.41
0,0,0,0,7.41
0,0,0,0,7.41
0,0,0,0,7.42
0,0,0,0,7.42
0,5.77485122411322,0,0,7.42
0,0,0,0,7.42
0,0,0,0,7.42
5.77485122411322,0,0,0,7.42
0,0,0,0,7.42
0,0,0,5.75960428977457,7.43
0,0,0,0,7.43
0,0,0,0,7.43
0,0,5.75960428977457,0,7.43
0,0,0,5.75960428977457,7.43
0,0,0,0,7.43
0,0,0,0,7.44
0,0,0,0,7.44
0,0,0,0,7.44
0,0,0,0,7.44
0,0,0,0,7.44
0,0,0,0,7.44
0,0,0,0,7.45
0,0,0,0,7.45
0,0,0,0,7.45
0,0,0,0,7.45
0,0,0,0,7.45
0,5.72933665272318,0,0,7.45
0,0,0,0,7.46
0,0,0,0,7.46
0,0,0,0,7.46
0,0,0,0,7.46
0,0,0,0,7.46
0,0,0,0,7.46
0,0,5.71431479978588,0,7.46
0,0,0,0,7.47
0,0,5.69936683270632,0,7.47
0,0,5.69936683270632,0,7.47
0,0,0,0,7.47
0,5.69936683270632,0,0,7.47
0,0,0,0,7.47
0,5.68449218971512,0,0,7.48
0,0,0,0,7.48
0,0,0,0,7.48
0,0,0,0,7.48
0,0,0,0,7.48
0,0,0,0,7.48
0,0,0,0,7.49
0,0,0,0,7.49
0,0,0,0,7.49
0,0,0,0,7.49
0,0,5.669690314285,0,7.49
0,0,0,0,7.49
0,0,0,5.6549606550788,7.5
0,0,5.6549606550788,0,7.5
0,0,5.6549606550788,0,7.5
0,0,0,0,7.5
0,0,0,5.6549606550788,7.5
0,0,0,0,7.5
0,0,0,0,7.5
0,0,0,0,7.51
0,0,0,0,7.51
0,0,0,0,7.51
0,0,0,0,7.51
0,0,0,0,7.51
0,0,0,0,7.51
0,0,0,0,7.52
0,0,0,0,7.52
0,0,0,0,7.52
0,0,0,0,7.52
0,0,0,0,7.52
0,0,0,0,7.52
0,0,0,0,7.53
0,0,0,0,7.53
0,0,0,0,7.53
0,0,0,0,7.53
0,0,0,0,7.53
0,0,0,0,7.53
0,0,0,0,7.54
0,0,5.59675333253549,0,7.54
0,0,5.59675333253549,0,7.54
0,0,0,5.59675333253549,7.54
0,0,0,0,7.54
0,0,0,0,7.54
0,5.58237666247102,0,0,7.55
0,0,0,0,7.55
0,0,0,0,7.55
0,0,0,0,7.55
0,0,0,0,7.55
0,0,0,0,7.55
5.56806900675343,0,0,0,7.56
0,0,0,0,7.56
0,0,0,5.56806900675343,7.56
0,0,0,0,7.56
0,0,0,0,7.56
0,0,0,0,7.56
5.56806900675343,0,0,0,7.56
0,0,0,0,7.57
0,0,0,0,7.57
0,0,0,0,7.57
0,0,5.55382984896388,0,7.57
0,0,0,0,7.57
0,0,0,0,7.57
0,0,0,0,7.58
0,0,0,0,7.58
0,0,0,0,7.58
0,0,0,0,7.58
0,0,0,0,7.58
0,0,5.53965867747609,0,7.58
0,0,5.52555498540893,0,7.59
0,0,0,0,7.59
0,0,0,0,7.59
0,0,0,0,7.59
0,0,0,0,7.59
0,0,0,0,7.59
0,0,0,0,7.6
0,0,0,0,7.6
0,0,0,0,7.6
0,0,0,0,7.6
0,0,0,0,7.6
0,0,0,0,7.6
0,0,0,5.49754803545619,7.61
0,0,0,0,7.61
0,0,5.49754803545619,0,7.61
0,0,0,0,7.61
0,0,0,0,7.61
0,0,0,0,7.61
0,0,0,0,7.62
0,0,0,5.48364378711347,7.62
0,0,0,0,7.62
0,0,0,0,7.62
0,0,0,0,7.62
0,0,0,5.48364378711347,7.62
0,0,5.46980503718549,0,7.63
0,0,0,0,7.63
0,0,0,0,7.63
0,0,5.46980503718549,0,7.63
0,0,0,0,7.63
0,0,0,0,7.63
0,0,0,0,7.64
0,0,0,5.45603130182136,7.64
0,0,0,0,7.64
0,0,5.45603130182136,0,7.64
0,0,0,0,7.64
0,0,5.45603130182136,0,7.64
0,0,5.45603130182136,0,7.64
0,0,0,0,7.65
0,0,0,0,7.65
0,0,0,0,7.65
0,0,0,0,7.65
0,0,0,5.44232210164039,7.65
0,0,0,0,7.65
0,0,0,0,7.66
0,0,0,0,7.66
0,0,0,0,7.66
0,0,0,0,7.66
0,5.42867696168791,0,5.42867696168791,7.66
0,0,0,0,7.66
0,0,0,0,7.67
5.41509541139143,0,0,0,7.67
0,0,0,0,7.67
0,0,0,0,7.67
0,0,0,0,7.67
0,0,0,0,7.67
0,0,0,0,7.68
0,0,0,0,7.68
0,0,0,0,7.68
0,0,0,0,7.68
0,0,5.4015769845174,0,7.68
0,0,0,0,7.68
0,5.38812121912819,0,0,7.69
0,0,0,5.38812121912819,7.69
0,0,0,0,7.69
0,0,0,0,7.69
0,0,0,0,7.69
0,0,0,0,7.69
0,0,0,0,7.7
0,0,0,0,7.7
0,0,5.37472765753976,0,7.7
0,0,0,0,7.7
0,0,0,0,7.7
0,5.37472765753976,0,0,7.7
0,0,0,0,7.71
0,0,0,0,7.71
0,0,0,0,7.71
0,0,0,0,7.71
0,0,0,0,7.71
0,0,0,0,7.71
0,0,0,0,7.72
0,0,0,0,7.72
0,0,0,0,7.72
0,0,0,0,7.72
0,0,0,0,7.72
0,0,0,0,7.72
0,0,0,0,7.73
0,0,5.3349156816613,0,7.73
0,0,0,5.3349156816613,7.73
0,5.3349156816613,0,0,7.73
0,0,0,0,7.73
0,0,0,0,7.73
0,0,0,0,7.74
0,0,0,0,7.74
5.32176644204315,0,0,0,7.74
0,0,5.32176644204315,5.32176644204315,7.74
0,0,0,0,7.74
0,0,0,0,7.74
0,0,0,0,7.75
0,0,0,0,7.75
0,0,0,0,7.75
0,0,0,0,7.75
0,0,0,0,7.75
0,0,0,0,7.75
0,0,0,0,7.76
0,0,0,0,7.76
0,0,0,0,7.76
0,0,0,0,7.76
0,0,0,0,7.76
0,0,0,0,7.76
0,0,0,0,7.77
0,5.28267686139195,0,0,7.77
0,5.28267686139195,0,5.28267686139195,7.77
0,0,0,0,7.77
0,5.28267686139195,0,0,7.77
0,0,0,0,7.77
0,0,0,0,7.78
0,0,0,0,7.78
0,0,5.26976495032645,0,7.78
0,0,5.26976495032645,0,7.78
0,0,0,5.26976495032645,7.78
0,0,0,0,7.78
0,0,0,0,7.79
0,0,0,0,7.79
0,0,0,0,7.79
0,0,0,0,7.79
0,0,0,0,7.79
5.25691130851485,0,0,0,7.79
