"scan1","scan2","scan3","scan4","sample.diameters"
0.0548177655639945,0.180635069292533,-0.0313766867499934,0.261362803780736,6.2
0.0550915268395918,0.180664980484441,-0.0285330052555989,0.2647494686076,6.2
0.0553651880013439,0.180694933977692,-0.0256889085088854,0.268137267151476,6.2
0.0556386728615601,0.180724198699137,-0.0228449290575152,0.271524313118759,6.2
0.0559119052325496,0.180752043575629,-0.0200015994491504,0.274908720215842,6.2
0.0561848089266215,0.180777737534019,-0.0171594522314535,0.278288602149119,6.21
0.0564573077560852,0.180800549501159,-0.0143190199520866,0.281662072624984,6.21
0.0567293255332498,0.180819748403901,-0.011480835158712,0.28502724534983,6.21
0.0570007860704245,0.180834603169097,-0.0086454303989921,0.288382234030052,6.21
0.0572716131799186,0.180844382723599,-0.00581333822058906,0.291725152372043,6.21
0.0575417306740413,0.180848355994259,-0.00298509117116521,0.295054114082197,6.21
0.0578110623651019,0.180845791907927,-0.0001612217983828,0.298367232866907,6.21
0.0580795320654094,0.180835959391457,0.00265773735009589,0.301662622432568,6.21
0.0583470635872732,0.180818127371701,0.00547125372660857,0.304938396485574,6.22
0.0586135807430026,0.180791564775509,0.00827879478349298,0.308192668732318,6.22
0.0588790073449066,0.180755540529734,0.0110798279730868,0.311423552879194,6.22
0.0591432672052945,0.180709323561228,0.0138738207477279,0.314629162632596,6.22
0.0594062841364755,0.180652182796842,0.0166602405597538,0.317807611698917,6.22
0.059667981950759,0.180583387163429,0.0194385548615023,0.320957013784552,6.22
0.059928284460454,0.180502205587841,0.0222082311053112,0.324075482595894,6.22
0.0601871154778698,0.180407906996928,0.0249687367435181,0.327161131839338,6.23
0.0604443988153156,0.180299760317544,0.0277195392284609,0.330212075221276,6.23
0.0607000582851006,0.180177034476539,0.0304601060124771,0.333226426448103,6.23
0.0609540176995342,0.180038998400766,0.0331899045479046,0.336202299226212,6.23
0.0612062008709254,0.179884921017077,0.035908402287081,0.339137807261998,6.23
0.0614565316115835,0.179714071252323,0.0386150666823441,0.342031064261854,6.23
0.0617049337338177,0.179525718033357,0.0413093651860317,0.344880183932174,6.23
0.0619513310499373,0.17931913028703,0.0439907652504814,0.347683279979352,6.23
0.0621956473722515,0.179093576940194,0.0466587343280309,0.350438466109781,6.24
0.0624378065130694,0.178848326919701,0.049312739871018,0.353143856029856,6.24
0.0626777322847003,0.178582649152403,0.0519522493317804,0.35579756344597,6.24
0.0629153484994535,0.178295812565151,0.0545767301626558,0.358397702064517,6.24
0.0631505789696381,0.177987086084798,0.057185649815982,0.360942385591891,6.24
0.0633833475075634,0.177655738638195,0.0597784757440967,0.363429727734485,6.24
0.0636135779255386,0.177301039152195,0.0623546753993375,0.365857842198694,6.24
0.0638411940358728,0.176922256553648,0.0649137162340424,0.368224842690911,6.25
0.0640661196508754,0.176518659769408,0.0674550657005488,0.37052884291753,6.25
0.0642882785828556,0.176089517726325,0.0699781912511946,0.372767956584946,6.25
0.0645075946441225,0.175634099351252,0.0724825603383174,0.37494029739955,6.25
0.0647239916469854,0.175151673571041,0.0749676404142552,0.377043979067739,6.25
0.0649430370941043,0.174665919864793,0.0774454162217455,0.379136629225836,6.25
0.0651700320841102,0.174200123749836,0.0799279378209614,0.381274977240248,6.25
0.0654045008232686,0.173752963210363,0.082414770640394,0.383455789412484,6.26
0.0656459675178451,0.173323116230566,0.084905480108534,0.385675832044059,6.26
0.0658939563741053,0.172909260794636,0.0873996316538722,0.387931871436483,6.26
0.0661479915983149,0.172510074886765,0.0898967907048995,0.390220673891268,6.26
0.0664075973967394,0.172124236491145,0.0923965226901067,0.392539005709926,6.26
0.0666722979756444,0.171750423591968,0.0948983930379848,0.394883633193971,6.26
0.0669416175412955,0.171387314173426,0.0974019671770244,0.397251322644912,6.26
0.0672150802999583,0.171033586219711,0.0999068105357165,0.399638840364262,6.26
0.0674922104578984,0.170687917715014,0.102412488542552,0.402042952653534,6.27
0.0677725322213814,0.170348986643528,0.104918566626021,0.404460425814239,6.27
0.0680555697966729,0.170015470989445,0.107424610214616,0.406888026147889,6.27
0.0683408473900384,0.169686048736955,0.109930184736826,0.409322519955996,6.27
0.0686278892077437,0.169359397870252,0.112434855621143,0.411760673540071,6.27
0.0689162194560543,0.169034196373528,0.114938188296058,0.414199253201628,6.27
0.0692053623412356,0.168709122230973,0.117439748190061,0.416635025242178,6.27
0.0694948420695535,0.16838285342678,0.119939100731643,0.419064755963232,6.28
0.0697841828472735,0.168054067945141,0.122435811349295,0.421485211666304,6.28
0.070072908880661,0.167721443770247,0.124929445471508,0.423893158652904,6.28
0.0703605443759819,0.167383658886291,0.127419568526773,0.426285363224544,6.28
0.0706466135395016,0.167039391277465,0.12990574594358,0.428658591682738,6.28
0.0709306405774858,0.16668731892796,0.132387543150421,0.431009610328995,6.28
0.0712121496962,0.166326119821968,0.134864525575786,0.43333518546483,6.28
0.0714906651019098,0.165954471943682,0.137336258648166,0.435632083391752,6.28
0.0717657110008809,0.165571053277292,0.139802307796052,0.437897070411276,6.29
0.0720368115993788,0.165174541806992,0.142262238447935,0.440126912824911,6.29
0.0723034911036691,0.164763615516972,0.144715616032305,0.442318376934171,6.29
0.0725652737200175,0.164336952391425,0.147162005977654,0.444468229040567,6.29
0.0728216836546894,0.163893230414542,0.149600973712472,0.446573235445611,6.29
0.0730722451139506,0.163431127570517,0.15203208466525,0.448630162450816,6.29
0.0733164823040666,0.162949321843539,0.15445490426448,0.450635776357692,6.29
0.073553919431303,0.162446491217802,0.156868997938651,0.452586843467753,6.3
0.0737840807019254,0.161921313677497,0.159273931116255,0.454480130082509,6.3
0.0740064903221994,0.161372467206816,0.161669269225782,0.456312402503474,6.3
0.0742206724983906,0.160798629789951,0.164054577695724,0.458080427032158,6.3
0.0744261514367646,0.160198479411093,0.166429421954571,0.459780969970075,6.3
0.0746224513435869,0.159570694054436,0.168793367430813,0.461410797618735,6.3
0.0748090964251232,0.15891395170417,0.171145979552943,0.462966676279651,6.3
0.0749856108876392,0.158226930344488,0.173486823749451,0.464445372254334,6.3
0.0751711917857513,0.157580065200464,0.175838791997485,0.465962061334225,6.31
0.075384136492064,0.157040130077857,0.178223527542959,0.467627084694206,6.31
0.0756226196898249,0.156600310831886,0.180638722717509,0.469429956710948,6.31
0.0758848160622811,0.156253793317767,0.183082069852771,0.471360191761126,6.31
0.0761689002926802,0.155993763390719,0.185551261280382,0.473407304221412,6.31
0.0764730470642695,0.15581340690596,0.188043989331977,0.475560808468479,6.31
0.0767954310602964,0.155705909718707,0.190557946339193,0.477810218879001,6.31
0.0771342269640083,0.155664457684179,0.193090824633667,0.480145049829651,6.32
0.0774876094586525,0.155682236657593,0.195640316547035,0.482554815697101,6.32
0.0778537532274765,0.155752432494167,0.198204114410932,0.485029030858026,6.32
0.0782308329537277,0.155868231049119,0.200779910556995,0.487557209689097,6.32
0.0786170233206533,0.156022818177667,0.203365397316862,0.490128866566989,6.32
0.0790104990115008,0.156209379735028,0.205958267022166,0.492733515868374,6.32
0.0794094347095176,0.156421101576422,0.208556212004547,0.495360671969925,6.32
0.0798120050979511,0.156651169557064,0.211156924595638,0.497999849248316,6.33
0.0802163848600487,0.156892769532174,0.213758097127077,0.50064056208022,6.33
0.0806207486790577,0.15713908735697,0.2163574219305,0.50327232484231,6.33
0.0810232712382255,0.157383308886668,0.218952591337544,0.505884651911258,6.33
0.0814221272207995,0.157618619976487,0.221541297679844,0.508467057663739,6.33
0.0818154913100272,0.157838206481646,0.224121233289037,0.511009056476425,6.33
0.0822015381891558,0.15803525425736,0.226690090496759,0.513500162725989,6.33
0.0825784425414327,0.15820294915885,0.229245561634646,0.515929890789104,6.33
0.0829443790501055,0.158334477041331,0.231785339034336,0.518287755042445,6.34
0.0832975223984213,0.158423023760024,0.234307115027463,0.520563269862683,6.34
0.0836360472696277,0.158461775170144,0.236808581945665,0.522745949626491,6.34
0.083958128346972,0.15844391712691,0.239287432120577,0.524825308710544,6.34
0.0842619403137015,0.15836263548554,0.241741357883836,0.526790861491514,6.34
0.0845456578530638,0.158211116101252,0.244168051567079,0.528632122346074,6.34
0.0848074556483061,0.157982544829264,0.246565205501941,0.530338605650897,6.34
0.0850455083826758,0.157670107524793,0.248930512020059,0.531899825782657,6.35
0.0852579907394204,0.157266990043057,0.251261663453069,0.533305297118026,6.35
0.0854430774017872,0.156766378239275,0.253556352132607,0.534544534033678,6.35
0.0855989430530235,0.156161457968663,0.25581227039031,0.535607050906286,6.35
0.0857237623763769,0.155445415086441,0.258027110557814,0.536482362112523,6.35
0.0858157100550946,0.154611435447826,0.260198564966755,0.537159982029062,6.35
0.0858729607724241,0.153652704908035,0.26232432594877,0.537629425032576,6.35
0.0858936892116127,0.152562409322287,0.264402085835495,0.537880205499739,6.36
0.0858760700559079,0.151333734545799,0.266429536958566,0.537901837807223,6.36
0.0858182779885569,0.14995986643379,0.268404371649619,0.537683836331702,6.36
0.0857184876928072,0.148433990841476,0.270324282240291,0.537215715449848,6.36
0.0855831339613434,0.146876011924294,0.272236607265223,0.536660001478113,6.36
0.0854213833169757,0.145409286652629,0.274187922689675,0.53618128007794,6.36
0.0852355080381395,0.144032180104131,0.276174776991208,0.53577215464349,6.36
0.0850277804032705,0.142743057356445,0.278193718647385,0.535425228568924,6.36
0.0848004726908044,0.14154028348722,0.28024129613577,0.535133105248405,6.37
0.0845558571791767,0.140422223574103,0.282314057933924,0.534888388076092,6.37
0.0842962061468232,0.13938724269474,0.284408552519411,0.534683680446149,6.37
0.0840237918721793,0.13843370592678,0.286521328369793,0.534511585752735,6.37
0.0837408866336808,0.13755997834787,0.288648933962632,0.534364707390012,6.37
0.0834497627097633,0.136764425035656,0.290787917775492,0.534235648752142,6.37
0.0831526923788623,0.136045411067788,0.292934828285935,0.534117013233286,6.37
0.0828519479194136,0.135401301521911,0.295086213971523,0.534001404227605,6.38
0.0825498016098526,0.134830461475673,0.29723862330982,0.533881425129262,6.38
0.0822485257286151,0.134331256006721,0.299388604778388,0.533749679332416,6.38
0.0819503925541367,0.133902050192704,0.30153270685479,0.533598770231229,6.38
0.081657674364853,0.133541209111267,0.303667478016588,0.533421301219863,6.38
0.0813726434391995,0.13324709784006,0.305789466741345,0.533209875692479,6.38
0.0810975720556121,0.133018081456728,0.307895221506624,0.532957097043239,6.38
0.0808347324925261,0.132852525038919,0.309981290789987,0.532655568666304,6.39
0.0805863970283774,0.132748793664281,0.312044223068997,0.532297893955834,6.39
0.0803548379416014,0.132705252410461,0.314080566821216,0.531876676305992,6.39
0.0801423275106339,0.132720266355106,0.316086870524209,0.531384519110939,6.39
0.0799511380139104,0.132792200575863,0.318059682655535,0.530814025764837,6.39
0.0797835417298666,0.132919420150381,0.31999555169276,0.530157799661846,6.39
0.0796418109369381,0.133100290156306,0.321891026113445,0.529408444196127,6.39
